query_id	target_id	query_length	target_length	alignment_score	alignment_length	aligned_pairs	identical_residues	identity	query_coverage	target_coverage	effective_identity	distance	distance_status	distance_reason
vae_candidate_000041	vae_candidate_000113	93	148	207.0	148	93	61	0.6559139784946236	1.0	0.6283783783783784	0.41216216216216217		unresolved	low_target_coverage
vae_candidate_000041	vae_candidate_000161	93	111	162.5	120	84	47	0.5595238095238095	0.9032258064516129	0.7567567567567568	0.42342342342342343		unresolved	low_target_coverage
vae_candidate_000041	vae_candidate_000163	93	78	144.5	95	76	46	0.6052631578947368	0.8172043010752689	0.9743589743589743	0.4946236559139785	0.5053763440860215	resolved	
vae_candidate_000041	vae_candidate_000172	93	122	163.0	128	87	48	0.5517241379310345	0.9354838709677419	0.7131147540983607	0.39344262295081966		unresolved	low_target_coverage
vae_candidate_000041	vae_candidate_000184	93	105	177.5	120	78	50	0.6410256410256411	0.8387096774193549	0.7428571428571429	0.47619047619047616		unresolved	low_target_coverage
vae_candidate_000041	vae_candidate_000242	93	102	164.0	103	92	44	0.4782608695652174	0.989247311827957	0.9019607843137255	0.43137254901960786	0.5686274509803921	resolved	
vae_candidate_000041	vae_candidate_000260	93	109	218.0	109	93	54	0.5806451612903226	1.0	0.8532110091743119	0.4954128440366973	0.5045871559633027	resolved	
vae_candidate_000041	vae_candidate_000283	93	102	198.0	106	89	55	0.6179775280898876	0.956989247311828	0.8725490196078431	0.5392156862745098	0.4607843137254902	resolved	
vae_candidate_000041	vae_candidate_000290	93	90	187.5	99	84	48	0.5714285714285714	0.9032258064516129	0.9333333333333333	0.5161290322580645	0.4838709677419355	resolved	
vae_candidate_000041	vae_candidate_000298	93	79	182.5	104	68	45	0.6617647058823529	0.7311827956989247	0.8607594936708861	0.4838709677419355		unresolved	low_query_coverage
vae_candidate_000041	vae_candidate_000299	93	121	207.0	122	92	53	0.5760869565217391	0.989247311827957	0.7603305785123967	0.4380165289256198		unresolved	low_target_coverage
vae_candidate_000041	vae_candidate_000317	93	116	206.0	116	93	53	0.5698924731182796	1.0	0.8017241379310345	0.45689655172413796	0.5431034482758621	resolved	
